0.00012063980102539062,0.6682510375976562,0.9999067783355713,0.6119856834411621,0.6042122840881348
0.00012111663818359375,0.6035299301147461,0.5997955799102783,0.6040937900543213,0.627255916595459,0.5710258483886719,0.5619461536407471,0.6114804744720459
0.0001380443572998047,0.604438304901123,0.5695552825927734,0.606651782989502,0.6644911766052246
0.00012493133544921875,0.7247285842895508,0.6855528354644775,0.6332340240478516,0.5489716529846191,0.5477418899536133
0.00012183189392089844,0.6046693325042725,0.6553635597229004,0.6129982471466064,0.5732855796813965,0.6228926181793213
0.0001537799835205078,0.6368675231933594,0.6150429248809814,0.6160373687744141
0.00015854835510253906,0.674799919128418,0.593376874923706,0.5696463584899902,0.6075117588043213
0.0001678466796875,0.7779362201690674,0.6151266098022461,0.5546188354492188,0.5641477108001709,0.5587964057922363
0.0001220703125,0.6465332508087158,0.6845724582672119,0.5535814762115479,0.6225636005401611,0.5632379055023193
0.00014162063598632812,0.5537381172180176,0.656118631362915,0.6230888366699219,0.6137170791625977
