0.00029206275939941406,23.390496969223022,56.02702736854553,125.81923604011536,197.4911711215973,252.9850935935974,429.6222143173218,375.2643072605133
9.298324584960938e-05,17.163854360580444,41.10156559944153,67.10291695594788,170.59563612937927,253.29666376113892,446.1778588294983,714.4183700084686,544.091260433197,593.4897720813751,594.1581845283508
