9.751319885253906e-05,0.6881790161132812,0.7388248443603516,0.9717893600463867,0.7791683673858643,1.1659421920776367,0.8271374702453613,0.9691958427429199,0.9238691329956055,0.901531457901001,1.130849838256836,1.2638702392578125,1.149911642074585,1.1582691669464111,1.0141270160675049,1.1939184665679932,1.254836082458496,1.0866858959197998,1.1149604320526123
8.797645568847656e-05,0.8145945072174072,0.7631547451019287,0.645075798034668,0.8602390289306641,0.9188599586486816,0.8544981479644775,0.8695449829101562,0.9502542018890381,0.8522207736968994,0.9003987312316895,1.1583032608032227,0.7926254272460938,0.8662562370300293,1.0365016460418701,0.8725121021270752,0.9476535320281982,1.1690943241119385,1.2414288520812988,1.2417223453521729,1.428891897201538,1.3305799961090088,1.7392077445983887,1.3855929374694824,1.4418690204620361,1.671227216720581,1.656813144683838,1.577784776687622,1.6984021663665771,1.7310495376586914,1.648125410079956,1.9244568347930908,1.9396400451660156,1.8410489559173584,2.114682197570801,2.0158965587615967,2.018695116043091
8.797645568847656e-05,0.7397964000701904,0.7729673385620117,0.6343324184417725,0.9368970394134521,0.8605515956878662,0.9212682247161865,0.7273685932159424,1.1562650203704834,0.8386509418487549,0.943810224533081,0.9656898975372314,0.8416182994842529,1.4655287265777588,0.9022393226623535,0.8957211971282959,1.1713943481445312,0.9815447330474854,1.1039149761199951,1.4607527256011963,1.163731336593628,1.107311487197876,1.5017054080963135,1.3005173206329346,1.4282341003417969,1.377490520477295,1.366877794265747,1.4144713878631592,1.5141656398773193,1.6310584545135498
