9.202957153320312e-05,0.45449161529541016,0.5068204402923584,0.5051283836364746,0.49709200859069824
9.751319885253906e-05,0.5089006423950195,0.48026037216186523,0.49860453605651855,0.4469149112701416,0.5277526378631592
0.00010251998901367188,0.4941823482513428,0.37374210357666016,0.4640040397644043,0.48958635330200195,0.3961904048919678,0.45065903663635254,0.45633959770202637,0.49022555351257324
0.00010180473327636719,0.4351465702056885,0.4914367198944092,0.47153711318969727
0.00011777877807617188,0.42162609100341797,0.4783179759979248,0.48980236053466797,0.4316403865814209
9.369850158691406e-05,0.5162849426269531,0.6085190773010254,0.5230226516723633
9.250640869140625e-05,0.45502805709838867,0.602729082107544,0.47014594078063965,0.37767529487609863
9.441375732421875e-05,0.5019140243530273,0.4884028434753418,0.4815540313720703,0.4592475891113281,0.432483434677124
9.5367431640625e-05,0.488126277923584,0.437755823135376,0.4631326198577881,0.4368476867675781,0.4581637382507324,0.4530606269836426
9.107589721679688e-05,0.5377609729766846,0.5097372531890869,0.5189385414123535,0.4172098636627197,0.47757959365844727
