0.00019502639770507812,1.6167232990264893,1.5141823291778564,1.8058679103851318,1.2803139686584473,3.05340838432312,1.521564245223999,2.3899662494659424,1.5801842212677002,2.957409620285034,1.8050291538238525,2.070554256439209,1.5982482433319092,2.0568950176239014,10.94656252861023,1.7068054676055908,2.559633731842041,1.701256275177002,2.839996337890625,1.897146463394165,1.843660593032837,2.1696226596832275,1.472632884979248,1.491175651550293,1.5678765773773193
0.00018596649169921875,1.7002620697021484,1.6877400875091553,1.5196280479431152,1.4453716278076172,2.3221559524536133,1.6843407154083252,2.1236021518707275,1.569483995437622,3.5830514430999756,2.3858790397644043,1.728775978088379,1.9952144622802734,1.6380934715270996,1.7798690795898438,1.7347447872161865,4.102562665939331,1.6003432273864746,1.5122528076171875,1.928410530090332,1.6429426670074463,1.3721590042114258,1.4007008075714111
0.00019812583923339844,1.6272437572479248,1.4385485649108887,1.2030198574066162,2.453019380569458,1.4466509819030762,2.4504871368408203,1.4278357028961182,10.908331394195557,1.427976131439209,15.221022367477417,1.8210623264312744,1.5521495342254639,2.0348992347717285,1.4989111423492432,1.4573514461517334,1.2191879749298096,1.3199536800384521,1.3466081619262695,1.184189796447754,1.3179843425750732,1.2988972663879395,1.3863329887390137,1.4822347164154053,1.5556702613830566,1.3199377059936523
