2.6941299438476562e-05,610,102
1.3828277587890625e-05,121,120
2.9087066650390625e-05,670,112
1.5974044799804688e-05,181,180
0.0005402565002441406,730,105
1.5974044799804688e-05,241,120
2.86102294921875e-05,790,113
1.3589859008789062e-05,301,100
2.86102294921875e-05,850,107
1.4543533325195312e-05,361,120
4.100799560546875e-05,910,101
1.52587890625e-05,421,105
3.0279159545898438e-05,970,108
2.193450927734375e-05,481,120
3.2901763916015625e-05,1030,103
1.5497207641601562e-05,541,108
2.8848648071289062e-05,1090,109
1.430511474609375e-05,601,100
2.9325485229492188e-05,1150,105
1.33514404296875e-05,661,110
3.123283386230469e-05,1210,101
1.3589859008789062e-05,721,103
2.9087066650390625e-05,1270,106
1.71661376953125e-05,781,112
4.124641418457031e-05,1330,103
1.8358230590820312e-05,841,105
3.337860107421875e-05,1390,107
1.4543533325195312e-05,901,100
3.981590270996094e-05,1450,104
1.5497207641601562e-05,961,107
3.1948089599609375e-05,1510,101
1.3828277587890625e-05,1021,102
6.461143493652344e-05,1569,105
1.6927719116210938e-05,1081,108
5.269050598144531e-05,1629,102
1.9073486328125e-05,1141,104
3.552436828613281e-05,1689,106
1.71661376953125e-05,1201,100
3.7670135498046875e-05,1749,103
1.8596649169921875e-05,1261,105
3.409385681152344e-05,1809,101
1.3828277587890625e-05,1321,102
3.0040740966796875e-05,1869,104
1.6450881958007812e-05,1381,107
2.86102294921875e-05,1929,102
1.6450881958007812e-05,1441,103
3.0279159545898438e-05,1989,105
1.5497207641601562e-05,1501,100
2.9087066650390625e-05,2049,103
1.5735626220703125e-05,1561,104
4.100799560546875e-05,2110,101
1.8596649169921875e-05,1621,102
2.9087066650390625e-05,2170,104
1.9073486328125e-05,1681,105
2.956390380859375e-05,2230,102
1.52587890625e-05,1741,103
3.814697265625e-05,2290,105
1.430511474609375e-05,1801,100
3.886222839355469e-05,2350,103
1.6450881958007812e-05,1861,104
3.0040740966796875e-05,2410,101
2.6464462280273438e-05,1921,102
3.123283386230469e-05,2470,103
2.09808349609375e-05,1981,105
2.9325485229492188e-05,2530,102
1.621246337890625e-05,2041,102
4.029273986816406e-05,2590,104
1.5974044799804688e-05,2101,100
2.8848648071289062e-05,2650,102
2.3603439331054688e-05,2161,103
2.9802322387695312e-05,2710,101
1.5735626220703125e-05,2221,101
2.956390380859375e-05,2770,103
0.0004956722259521484,2281,104
3.4809112548828125e-05,2830,102
1.5497207641601562e-05,2341,102
0.0005538463592529297,2890,104
1.4781951904296875e-05,2401,100
3.62396240234375e-05,2950,102
1.7404556274414062e-05,2461,103
3.337860107421875e-05,3010,101
1.52587890625e-05,2521,101
3.147125244140625e-05,3070,103
1.5020370483398438e-05,2581,104
3.0279159545898438e-05,3130,101
2.002716064453125e-05,2641,102
3.933906555175781e-05,3190,103
1.5735626220703125e-05,2701,100
3.3855438232421875e-05,3250,102
2.002716064453125e-05,2761,103
6.008148193359375e-05,3310,101
1.6689300537109375e-05,2821,101
2.956390380859375e-05,3370,103
1.5974044799804688e-05,2881,103
3.0994415283203125e-05,3430,101
1.9550323486328125e-05,2941,102
4.220008850097656e-05,3490,103
1.6689300537109375e-05,3001,100
3.0279159545898438e-05,3550,102
1.6450881958007812e-05,3061,102
3.123283386230469e-05,3610,101
1.5497207641601562e-05,3121,101
3.62396240234375e-05,3670,102
1.9311904907226562e-05,3181,103
3.409385681152344e-05,3730,101
1.7642974853515625e-05,3241,102
3.0994415283203125e-05,3790,103
1.430511474609375e-05,3301,100
3.981590270996094e-05,3850,102
1.5020370483398438e-05,3361,102
3.528594970703125e-05,3910,101
1.430511474609375e-05,3421,101
2.9087066650390625e-05,3970,102
1.7404556274414062e-05,3481,103
2.8848648071289062e-05,4030,101
1.5020370483398438e-05,3541,102
3.266334533691406e-05,4090,103
1.5020370483398438e-05,3601,100
3.457069396972656e-05,4150,102
1.430511474609375e-05,3661,102
2.86102294921875e-05,4210,101
1.4543533325195312e-05,3721,101
2.8848648071289062e-05,4270,102
1.4781951904296875e-05,3781,103
3.528594970703125e-05,4330,101
1.8596649169921875e-05,3841,102
2.8371810913085938e-05,4390,103
1.5497207641601562e-05,3901,100
2.86102294921875e-05,4450,102
1.5497207641601562e-05,3961,102
4.0531158447265625e-05,4510,101
2.0265579223632812e-05,4021,101
3.361701965332031e-05,4570,102
1.7404556274414062e-05,4081,102
3.504753112792969e-05,4615,101
1.6689300537109375e-05,4141,101
3.266334533691406e-05,4675,102
1.6450881958007812e-05,4201,100
3.4809112548828125e-05,4735,101
1.71661376953125e-05,4246,102
3.24249267578125e-05,4795,102
1.71661376953125e-05,4305,101
3.838539123535156e-05,4854,102
1.3828277587890625e-05,4364,102
3.2901763916015625e-05,4909,101
1.5020370483398438e-05,4423,101
4.172325134277344e-05,4968,102
1.8596649169921875e-05,4482,102
3.838539123535156e-05,5027,101
1.3828277587890625e-05,4541,101
5.340576171875e-05,5086,102
1.5020370483398438e-05,4600,100
4.4345855712890625e-05,5145,101
1.4066696166992188e-05,4659,102
3.552436828613281e-05,5204,101
1.5735626220703125e-05,4718,101
4.100799560546875e-05,5263,102
1.52587890625e-05,4777,102
0.00010156631469726562,5281,102
2.002716064453125e-05,4797,103
0.00011563301086425781,5342,101
1.5020370483398438e-05,4812,101
4.792213439941406e-05,5357,102
1.5497207641601562e-05,4872,102
3.3855438232421875e-05,5417,101
1.5735626220703125e-05,4929,101
2.9325485229492188e-05,5478,102
1.4781951904296875e-05,4989,102
4.1484832763671875e-05,5538,101
1.7881393432617188e-05,5049,101
3.6716461181640625e-05,5598,102
1.6450881958007812e-05,5109,101
3.886222839355469e-05,5658,102
1.621246337890625e-05,5169,102
3.266334533691406e-05,5718,101
1.52587890625e-05,5229,101
3.3855438232421875e-05,5778,102
1.3828277587890625e-05,5289,102
3.933906555175781e-05,5838,101
1.4781951904296875e-05,5349,101
4.38690185546875e-05,5898,102
1.6450881958007812e-05,5409,101
4.029273986816406e-05,5958,101
1.6450881958007812e-05,5469,102
3.600120544433594e-05,6018,101
1.6927719116210938e-05,5529,101
3.147125244140625e-05,6078,102
2.2172927856445312e-05,5589,102
0.00010514259338378906,6138,101
1.6927719116210938e-05,5649,101
3.886222839355469e-05,6198,102
1.71661376953125e-05,5709,101
3.7670135498046875e-05,6258,101
1.4781951904296875e-05,5769,102
3.8623809814453125e-05,6318,101
1.4781951904296875e-05,5829,101
3.4809112548828125e-05,6378,102
3.838539123535156e-05,5889,102
9.34600830078125e-05,6387,102
1.71661376953125e-05,5949,101
3.5762786865234375e-05,6447,101
2.7894973754882812e-05,5959,101
4.1961669921875e-05,6508,101
2.47955322265625e-05,6019,101
3.814697265625e-05,6568,102
1.6927719116210938e-05,6079,102
3.719329833984375e-05,6627,101
1.8358230590820312e-05,6139,101
3.0040740966796875e-05,6687,102
1.7404556274414062e-05,6199,102
3.838539123535156e-05,6747,101
1.8596649169921875e-05,6259,101
3.981590270996094e-05,6807,101
1.5974044799804688e-05,6319,101
3.457069396972656e-05,6867,101
1.8596649169921875e-05,6379,102
3.933906555175781e-05,6926,101
1.5974044799804688e-05,6439,101
3.719329833984375e-05,6986,102
2.0503997802734375e-05,6499,102
3.719329833984375e-05,7045,101
1.7881393432617188e-05,6559,101
3.457069396972656e-05,7105,101
1.621246337890625e-05,6619,101
2.9325485229492188e-05,7166,101
2.09808349609375e-05,6679,102
2.956390380859375e-05,7208,101
1.5974044799804688e-05,6739,101
2.9802322387695312e-05,7268,101
1.71661376953125e-05,6799,102
3.1948089599609375e-05,7328,101
1.5497207641601562e-05,6859,101
3.504753112792969e-05,7388,102
1.621246337890625e-05,6919,101
3.4809112548828125e-05,7449,101
1.6450881958007812e-05,6979,102
3.4809112548828125e-05,7509,101
1.6450881958007812e-05,7039,101
3.790855407714844e-05,7570,101
1.5497207641601562e-05,7099,102
3.4332275390625e-05,7630,101
2.0742416381835938e-05,7159,101
3.9577484130859375e-05,7677,101
1.8596649169921875e-05,7202,101
3.981590270996094e-05,7738,101
1.9073486328125e-05,7262,101
3.1948089599609375e-05,7798,102
1.8358230590820312e-05,7310,101
3.5762786865234375e-05,7859,101
1.5974044799804688e-05,7370,101
4.744529724121094e-05,7919,101
1.5735626220703125e-05,7430,101
3.695487976074219e-05,7979,101
1.430511474609375e-05,7490,102
3.600120544433594e-05,8039,101
1.5974044799804688e-05,7550,101
3.5762786865234375e-05,8099,102
1.3828277587890625e-05,7610,101
3.409385681152344e-05,8159,101
1.4543533325195312e-05,7670,101
4.744529724121094e-05,8219,101
1.5497207641601562e-05,7730,101
3.695487976074219e-05,8279,101
1.6927719116210938e-05,7790,102
3.0517578125e-05,8339,101
1.6689300537109375e-05,7850,101
3.504753112792969e-05,8399,102
1.6927719116210938e-05,7910,101
3.743171691894531e-05,8459,101
1.5020370483398438e-05,7970,101
3.814697265625e-05,8519,101
1.6450881958007812e-05,8030,101
3.170967102050781e-05,8579,101
1.4781951904296875e-05,8090,102
3.695487976074219e-05,8639,101
1.4543533325195312e-05,8150,101
3.123283386230469e-05,8699,102
1.5497207641601562e-05,8210,101
3.7670135498046875e-05,8759,101
1.7642974853515625e-05,8270,101
3.838539123535156e-05,8819,101
1.71661376953125e-05,8330,101
3.266334533691406e-05,8879,101
1.6927719116210938e-05,8390,102
3.4809112548828125e-05,8939,101
1.8835067749023438e-05,8450,101
3.504753112792969e-05,8999,102
1.7642974853515625e-05,8510,101
3.5762786865234375e-05,9059,101
2.574920654296875e-05,8570,101
3.838539123535156e-05,9118,101
1.6450881958007812e-05,8630,101
3.3855438232421875e-05,9178,101
1.9311904907226562e-05,8690,102
3.695487976074219e-05,9237,101
1.6450881958007812e-05,8750,101
3.62396240234375e-05,9297,102
1.6450881958007812e-05,8810,101
3.9577484130859375e-05,9357,101
1.5735626220703125e-05,8870,101
3.7670135498046875e-05,9417,101
1.811981201171875e-05,8930,101
3.647804260253906e-05,9477,101
1.7881393432617188e-05,8990,101
3.5762786865234375e-05,9537,101
1.6689300537109375e-05,9050,101
3.8623809814453125e-05,9597,102
1.71661376953125e-05,9110,101
3.123283386230469e-05,9658,101
2.0265579223632812e-05,9170,101
4.0531158447265625e-05,9717,101
1.6689300537109375e-05,9230,101
5.1021575927734375e-05,9777,101
1.7642974853515625e-05,9290,101
3.5762786865234375e-05,9837,101
1.5735626220703125e-05,9350,101
3.743171691894531e-05,9897,101
1.8835067749023438e-05,9410,101
3.647804260253906e-05,9956,101
1.5735626220703125e-05,9470,101
3.7670135498046875e-05,10016,101
1.621246337890625e-05,9530,101
3.647804260253906e-05,10076,101
1.5735626220703125e-05,9590,101
3.719329833984375e-05,10136,101
1.6927719116210938e-05,9650,101
3.695487976074219e-05,10169,101
1.5497207641601562e-05,9710,101
3.743171691894531e-05,10230,101
1.7881393432617188e-05,9744,101
3.218650817871094e-05,10291,101
1.7881393432617188e-05,9804,101
4.029273986816406e-05,10352,101
1.6450881958007812e-05,9864,101
3.910064697265625e-05,10412,101
1.52587890625e-05,9924,101
3.504753112792969e-05,10472,101
1.5020370483398438e-05,9984,101
3.528594970703125e-05,10533,101
1.4543533325195312e-05,10044,101
3.719329833984375e-05,10593,101
1.5974044799804688e-05,10104,101
4.00543212890625e-05,10640,101
1.6450881958007812e-05,10164,101
3.1948089599609375e-05,10700,100
1.9073486328125e-05,10224,101
3.814697265625e-05,10760,101
1.811981201171875e-05,10272,101
3.5762786865234375e-05,10821,101
1.430511474609375e-05,10332,101
3.314018249511719e-05,10868,101
1.6689300537109375e-05,10392,101
4.673004150390625e-05,10928,101
1.7642974853515625e-05,10452,101
3.457069396972656e-05,10988,101
1.8358230590820312e-05,10512,101
3.3855438232421875e-05,11048,101
1.5974044799804688e-05,10572,101
4.649162292480469e-05,11107,101
1.5020370483398438e-05,10632,101
3.3855438232421875e-05,11167,101
1.5735626220703125e-05,10692,101
3.504753112792969e-05,11227,101
1.621246337890625e-05,10752,101
3.504753112792969e-05,11287,101
1.6927719116210938e-05,10800,100
4.0531158447265625e-05,11347,101
1.7881393432617188e-05,10860,101
3.218650817871094e-05,11407,101
1.8358230590820312e-05,10920,101
3.6716461181640625e-05,11467,101
1.6927719116210938e-05,10980,101
3.6716461181640625e-05,11527,101
1.811981201171875e-05,11040,101
3.4332275390625e-05,11587,101
1.7404556274414062e-05,11100,100
3.1948089599609375e-05,11648,101
1.6689300537109375e-05,11160,101
3.504753112792969e-05,11708,101
1.4543533325195312e-05,11220,101
3.552436828613281e-05,11768,101
1.4066696166992188e-05,11280,101
3.266334533691406e-05,11828,101
1.8835067749023438e-05,11340,101
4.5299530029296875e-05,11889,101
1.9073486328125e-05,11400,100
9.036064147949219e-05,11949,101
2.002716064453125e-05,11460,101
4.00543212890625e-05,12009,101
1.8596649169921875e-05,11520,101
3.933906555175781e-05,12068,101
1.5497207641601562e-05,11580,101
3.7670135498046875e-05,12128,101
1.5974044799804688e-05,11640,101
