8.654594421386719e-05,6.392186403274536,19.528502464294434,21.854454278945923,61.886595249176025,54.991448640823364,140.5751392841339,87.40246057510376,166.68307781219482,312.17373180389404,391.55715584754944,516.7066416740417,587.8868834972382,493.04083490371704,636.461094379425,463.8262982368469,430.44959259033203
0.00011038780212402344,2.3028767108917236,5.692227840423584,27.273930549621582,19.45123291015625,49.359485387802124,88.5120005607605,83.75988817214966,111.18567705154419,129.52331471443176,202.30494856834412,189.47564387321472
